Sector: Agriculture,
Date: 13-Aug-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Octavius Plantations Ltd.,542938,Tea/Coffee,23.4,1,2024-03,1.93,25.33,2024-03,24.29,1.78,2024-03,13.15,1.02,1.29,1,2023-03,0.09,12.27,15.92,"542938,"
Shree Ram Proteins Ltd.,SRPL,Solvent  Extraction,23.35,1,2024-03,36.94,60.29,2024-03,14.77,-9.58,2024-03,0,0,0.5,1,2023-03,0.66,7.1,10.19,"SRPL,"
Eastern Treads Ltd.,531346,Rubber  Products,23.27,1,2024-03,30.97,52.96,2024-06,59.2,-3.11,2024-06,0,,-1.48,1,2023-03,-3.01,0,-17.32,"531346,"
Vamshi Rubber Ltd.,530369,Rubber  Products,21.31,1,2024-03,18.48,39.28,2024-06,81.39,0.65,2024-06,32.73,2.67,1.56,1,2023-03,1.59,0.72,7.03,"530369,"
BKV Industries Ltd.,519500,Aquaculture,21.07,1,2024-03,,20.68,2024-03,0.8,0.18,2024-03,115.15,0.85,29.87,1,2023-03,0,51.8,49.43,"519500,"
Asian Warehousing Ltd.,543927,Agriculture,19.77,1,2024-03,7.56,26.98,2024-03,1.63,0.15,2024-03,135.38,,6.1,1,2024-03,2.33,4.61,9.23,"543927,"
IEL Ltd.,524614,Solvent  Extraction,19.76,1,2024-03,0.9,20.66,2024-06,20.97,0.51,2024-06,38.9,0.37,12.87,1,2023-03,0.93,0,342.45,"524614,"
Hindustan Agrigenetics Ltd.,519574,Agriculture,18.98,1,2024-06,,18.98,2024-06,0.08,0.47,2024-06,40.04,0.5,1.55,1,2023-03,0,145.7,146.43,"519574,"
Genomic Valley Biotech Ltd.,539206,Agriculture,18.33,1,2024-03,,18.32,2024-06,0.26,0.13,2024-06,140.98,1.05,4.99,1,2023-03,0,20.24,20.35,"539206,"
Tarai Foods Ltd.,519285,Agriculture,17.36,1,2024-03,2.78,20.14,2024-03,0,-0.31,2024-03,0,,0.78,1,2023-03,-1.27,0,-52.56,"519285,"
Shanti Overseas (India) Ltd.,SHANTI,Solvent  Extraction,16.73,2,2024-03,0.72,17.44,2024-03,10.66,-1.53,2024-03,0,,1.2,2,2023-03,0.07,-70.66,-67.58,"SHANTI,"
Norben Tea & Exports Ltd.,NORBTEAEXP,Tea/Coffee,16.47,1,2024-03,10.43,26.59,2024-06,6.12,-1.78,2024-06,0,,1.27,1,2024-03,0.81,-12.37,-2.6,"NORBTEAEXP,"
Shree Hanuman Sugar & Industries Ltd.,537709,Sugar,14.56,1,2024-03,55.75,70.31,2024-03,0,-0.26,2024-03,0,,1.44,1,2023-03,5.37,-51.05,-10.39,"537709,"
Times Green Energy (India) Ltd.,543310,Agriculture,13.75,1,2024-03,2,15.75,2024-03,32.73,0.47,2024-03,29.07,0.75,2.3,1,2023-03,0,7.11,9.88,"543310,"
SC Agrotech Ltd.,526081,Agriculture,11.36,1,2024-03,,11.36,2024-03,0.75,0.25,2024-03,47.53,0.39,4.28,1,2023-03,0,140.21,140.15,"526081,"
Flora Corporation Ltd.,540267,Aquaculture,10.2,1,2024-03,,10.2,2024-03,145.15,0.39,2024-03,26.5,,2.16,1,2023-03,0,2.03,2.88,"540267,"
Khandelwal Extractions Ltd.,519064,Solvent  Extraction,8.84,1,2024-03,0.48,7.25,2024-06,0.79,0.34,2024-06,25.78,1.41,3.27,1,2023-03,0.39,9.05,11.47,"519064,"
Retro Green Revolution Ltd.,519191,Tea/Coffee,8.52,1,2024-03,0.37,8.89,2024-03,2,0.48,2024-03,18.02,0.23,0.97,1,2023-03,0.04,6.88,6.71,"519191,"
NCC Blue Water Products Ltd.,519506,Aquaculture,8.11,1,2024-03,,8.11,2024-06,0,0.41,2024-06,19.69,0.82,0.98,1,2023-03,0,4.42,5.92,"519506,"
Riga Sugar Company Ltd.,507508,Sugar,7.58,1,2021-09,97.69,104.61,2021-12,2.6,-47.45,2021-12,0,,-0.05,1,2021-03,-0.66,0,0,"507508,"
Beeyu Overseas Ltd.,532645,Agriculture,6.65,1,2024-03,,6.65,2024-06,0,-0.19,2024-06,0,0,87.2,1,2023-03,0,3.4,4.02,"532645,"
Oswal Overseas Ltd.,531065,Sugar,6.64,1,2024-03,23.54,27.46,2024-03,152.08,-5.45,2023-12,7.82,0.43,-3.93,1,2023-03,1.71,10.94,-2.77,"531065,"
Progrex Ventures Ltd.,531265,Solvent  Extraction,5.6,1,2024-03,,5.54,2024-06,0,-0.11,2024-06,0,,0.75,1,2023-03,0,-1.42,-1.41,"531265,"
Jayatma Enterprises Ltd.,539005,Agriculture,5.57,1,2024-03,0.34,5.91,2024-06,0.57,0.55,2024-06,10.12,2.13,0.75,1,2023-03,0.04,5.46,5.13,"539005,"
Datiware Maritime Infra Ltd.,519413,Aquaculture,4.97,1,2024-03,8.31,13.29,2024-03,0.67,-1.12,2024-03,0,,-2.26,1,2023-03,-6.56,0,-9.17,"519413,"
Pioneer Agro Extracts Ltd.,519439,Solvent  Extraction,4.66,1,2024-03,,4.66,2024-06,1.04,-0.03,2024-06,0,,0.89,1,2023-03,0,2.34,2.43,"519439,"
Ashoka Refineries Ltd.,526983,Solvent  Extraction,4.4,1,2024-03,0.15,4.55,2024-06,1.28,0,2024-06,0,0,1.61,1,2023-03,0.05,3.44,4.04,"526983,"
RJ Bio-Tech Ltd.,536456,Agriculture,3.25,1,2022-03,50.64,53.88,2022-03,14.57,-4.05,2022-03,0,0,,1,2022-03,-1.01,0,0,"536456,"
Natura Hue Chem Ltd.,531834,Agriculture,3.23,1,2024-03,0.25,3.48,2024-06,0.07,0.05,2024-06,61.01,,0.31,1,2023-03,0.02,-1.65,-1.34,"531834,"
Bansisons Tea Industries Ltd.,519353,Tea/Coffee,3.2,1,2024-03,,3.2,2024-06,0,-0.11,2024-06,0,0,0.52,1,2023-03,0,0.19,0.54,"519353,"
SIP Industries Ltd.,523164,Floriculture,2.81,1,2024-03,0.3,3.11,2024-06,0,-0.26,2019-03,0,0,,1,2024-03,-0.92,0,0,"523164,"
Kanel Industries Ltd.,500236,Agriculture,2.56,1,2024-03,10.67,13.23,2024-06,0,-0.27,2024-06,0,,-0.35,1,2023-03,-1.5,0,-4.91,"500236,"
Sagar Soya Products Ltd.,507663,Solvent  Extraction,0.06,1,2024-03,1.72,1.78,2024-06,0,0.38,2024-06,0.16,,0.01,1,2023-03,1.25,-5.37,3.65,"507663,"
